Format Version,1.22,Take Name,crazyflie_hlc28,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,08 Dec 1969 16:31:32 -0500,Total Frames in Take,941,Total Exported Frames,941,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,cf,cf,cf,cf,cf,cf,cf,cf,"cf:Marker1","cf:Marker1","cf:Marker1","cf:Marker1","cf:Marker2","cf:Marker2","cf:Marker2","cf:Marker2","cf:Marker3","cf:Marker3","cf:Marker3","cf:Marker3","cf:Marker4","cf:Marker4","cf:Marker4","cf:Marker4",cf:Marker1,cf:Marker1,cf:Marker1,cf:Marker2,cf:Marker2,cf:Marker2,cf:Marker3,cf:Marker3,cf:Marker3,cf:Marker4,cf:Marker4,cf:Marker4,Unlabeled 5483,Unlabeled 5483,Unlabeled 5483,Unlabeled 5484,Unlabeled 5484,Unlabeled 5484,Unlabeled 5485,Unlabeled 5485,Unlabeled 5485,Unlabeled 5486,Unlabeled 5486,Unlabeled 5486,Unlabeled 5487,Unlabeled 5487,Unlabeled 5487,Unlabeled 5488,Unlabeled 5488,Unlabeled 5488,Unlabeled 5489,Unlabeled 5489,Unlabeled 5489,Unlabeled 5490,Unlabeled 5490,Unlabeled 5490,Unlabeled 5491,Unlabeled 5491,Unlabeled 5491,Unlabeled 5492,Unlabeled 5492,Unlabeled 5492,Unlabeled 5493,Unlabeled 5493,Unlabeled 5493,Unlabeled 5494,Unlabeled 5494,Unlabeled 5494,Unlabeled 5495,Unlabeled 5495,Unlabeled 5495,Unlabeled 5496,Unlabeled 5496,Unlabeled 5496,Unlabeled 5497,Unlabeled 5497,Unlabeled 5497,Unlabeled 5498,Unlabeled 5498,Unlabeled 5498,Unlabeled 5499,Unlabeled 5499,Unlabeled 5499,Unlabeled 5500,Unlabeled 5500,Unlabeled 5500,Unlabeled 5501,Unlabeled 5501,Unlabeled 5501,Unlabeled 5502,Unlabeled 5502,Unlabeled 5502,Unlabeled 5503,Unlabeled 5503,Unlabeled 5503,Unlabeled 5504,Unlabeled 5504,Unlabeled 5504,Unlabeled 5505,Unlabeled 5505,Unlabeled 5505,Unlabeled 5506,Unlabeled 5506,Unlabeled 5506,Unlabeled 5507,Unlabeled 5507,Unlabeled 5507,Unlabeled 5508,Unlabeled 5508,Unlabeled 5508,Unlabeled 5509,Unlabeled 5509,Unlabeled 5509,Unlabeled 5510,Unlabeled 5510,Unlabeled 5510,Unlabeled 5511,Unlabeled 5511,Unlabeled 5511,Unlabeled 5512,Unlabeled 5512,Unlabeled 5512,Unlabeled 5513,Unlabeled 5513,Unlabeled 5513,Unlabeled 5514,Unlabeled 5514,Unlabeled 5514,Unlabeled 5515,Unlabeled 5515,Unlabeled 5515,Unlabeled 5521,Unlabeled 5521,Unlabeled 5521
,,"ED406F77743811F0DFF24AA584E86B9E","ED406F77743811F0DFF24AA584E86B9E","ED406F77743811F0DFF24AA584E86B9E","ED406F77743811F0DFF24AA584E86B9E","ED406F77743811F0DFF24AA584E86B9E","ED406F77743811F0DFF24AA584E86B9E","ED406F77743811F0DFF24AA584E86B9E","ED406F77743811F0DFF24AA584E86B9E","ED406F77743811F0DFF24AA584E86B9E","ED406F77743811F0DFF24AA584E86B9E","ED406F77743811F0DFF24AA584E86B9E","ED406F77743811F0DFF24AA584E86B9E","ED406F77743811F0DFF24AA584E86B9E","ED406F77743811F0DFF24AA584E86B9E","ED406F77743811F0DFF24AA584E86B9E","ED406F77743811F0DFF24AA584E86B9E","ED406F77743811F0DFF24AA584E86B9E","ED406F77743811F0DFF24AA584E86B9E","ED406F77743811F0DFF24AA584E86B9E","ED406F77743811F0DFF24AA584E86B9E","ED406F77743811F0DFF24AA584E86B9E","ED406F77743811F0DFF24AA584E86B9E","ED406F77743811F0DFF24AA584E86B9E","ED406F77743811F0DFF24AA584E86B9E","10ED60","10ED60","10ED60","10EBF0","10EBF0","10EBF0","10EC40","10EC40","10EC40","10ECF0","10ECF0","10ECF0","10DDA0","10DDA0","10DDA0","10E720","10E720","10E720","10E750","10E750","10E750","10E7C0","10E7C0","10E7C0","10E7E0","10E7E0","10E7E0","10E910","10E910","10E910","10E980","10E980","10E980","10E990","10E990","10E990","10E9A0","10E9A0","10E9A0","10E9B0","10E9B0","10E9B0","10E9C0","10E9C0","10E9C0","10E9F0","10E9F0","10E9F0","10EA00","10EA00","10EA00","10EA10","10EA10","10EA10","10EA20","10EA20","10EA20","10EA30","10EA30","10EA30","10EA40","10EA40","10EA40","10EA60","10EA60","10EA60","10EAB0","10EAB0","10EAB0","10EAC0","10EAC0","10EAC0","10EAD0","10EAD0","10EAD0","10EAE0","10EAE0","10EAE0","10EC50","10EC50","10EC50","10EEC0","10EEC0","10EEC0","10EEE0","10EEE0","10EEE0","10F050","10F050","10F050","10F120","10F120","10F120","10F140","10F140","10F140","10F290","10F290","10F290","10F600","10F600","10F600","10F5A0","10F5A0","10F5A0","10F310","10F310","10F310","10F620","10F620","10F620","10F680","10F680","10F680"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.051343,0.172309,0.010025,0.983653,-82.161278,36.488831,138.965912,0.098079,-91.447418,36.726891,136.218018,0.729144,-76.352036,37.155334,132.074768,0.732301,-76.328583,36.215164,142.930527,0.857431,-84.517097,35.857937,144.640381,0.700332,-91.514572,36.715904,136.195084,-76.272491,37.168636,132.050797,-76.308472,36.202652,142.890747,-84.554977,35.870773,144.737976,8.395500,205.551178,-119.158577,51.680672,207.015152,26.223110,-292.866180,204.897720,167.158554,115.452286,276.764557,91.416779,309.032288,205.969742,-133.416336,-289.060944,202.677780,-291.518219,203.940933,206.318329,-137.301315,141.393066,207.126022,127.666405,138.094254,277.224579,92.932129,137.251480,280.745575,70.126297,115.792061,279.210999,98.606468,-20.017281,205.147522,-70.031265,-95.754784,276.233734,82.613098,-96.803429,281.261292,86.120453,-101.362320,274.867279,82.761307,-105.795082,206.803970,-332.325256,-127.757263,275.892609,93.540703,-149.128372,205.676010,49.623646,311.281067,206.733459,17.304148,-288.810394,206.342789,373.446594,-292.982635,205.598160,-3.758726,-295.006531,205.606628,-152.881271,-95.975441,206.946686,20.497822,-33.097313,207.879990,298.248566,113.563324,207.881119,85.354683,20.971226,205.192490,-284.677551,-170.519836,206.309250,209.366425,-134.843353,207.030182,160.383316,-38.611610,207.531708,-62.776230,,,,,,,,,,,,,,,
1,0.008333,0.051979,0.171730,0.010139,0.983720,-82.174706,36.793987,138.840408,0.091788,-91.457634,37.036125,136.082016,0.733365,-76.357422,37.469093,131.956894,0.753267,-76.346642,36.514858,142.811432,0.870213,-84.537163,36.155876,144.511322,0.725278,-91.525642,37.029789,136.059174,-76.283661,37.479198,131.933777,-76.328362,36.507641,142.777069,-84.566933,36.161816,144.599060,8.427580,205.537338,-119.210159,51.679813,207.015640,26.219940,-292.875702,204.900177,167.165161,115.449867,276.762848,91.416405,308.852478,205.926010,-133.430237,-289.063049,202.719666,-291.528595,203.939102,206.319427,-137.302475,141.398621,207.126907,127.695755,138.099380,277.221039,92.946960,137.253662,280.744843,70.126144,115.786453,279.205933,98.607002,-19.692574,205.247635,-70.313789,-95.758507,276.238770,82.608727,-96.802948,281.263947,86.119179,-101.359604,274.871155,82.755783,-105.794434,206.801743,-332.329559,-127.762375,275.890656,93.538902,-149.127930,205.673950,49.620171,311.282623,206.734222,17.305458,-288.810944,206.339508,373.443848,-293.004364,205.599213,-3.757030,-295.006073,205.605835,-152.881927,-95.977966,206.948471,20.495701,-33.098557,207.881119,298.248230,113.564644,207.880066,85.358063,20.971441,205.193375,-284.679932,-171.000259,206.019516,209.157318,-134.848907,207.029861,160.378891,-38.612003,207.532547,-62.777973,-196.285797,206.451492,-20.935547,,,,,,,,,,,,
2,0.016667,0.051798,0.169712,0.009483,0.984086,-82.168449,37.086536,138.727295,0.114983,-91.439819,37.340481,135.931366,0.686827,-76.322487,37.749241,131.866898,0.668537,-76.356850,36.801296,142.721939,0.796897,-84.554657,36.455135,144.388992,0.697905,-91.527061,37.326939,135.911102,-76.218887,37.764641,131.869293,-76.332428,36.787403,142.656189,-84.595909,36.472111,144.480743,8.429472,205.535843,-119.220734,51.680054,207.015045,26.227665,-292.868103,204.895859,167.162704,115.451691,276.762390,91.420326,309.037842,205.969376,-133.414261,-289.065491,202.715759,-291.526093,203.926346,206.360458,-137.309799,141.398697,207.125473,127.698730,138.096436,277.223633,92.928314,137.253128,280.743683,70.123329,115.789246,279.207794,98.607658,-19.622496,205.243134,-70.256699,-95.753944,276.233917,82.614296,-96.804260,281.262329,86.121300,-101.362061,274.866455,82.762184,-105.795502,206.803772,-332.319977,-127.765701,275.893555,93.538521,-149.127029,205.676620,49.621521,311.274445,206.734131,17.304024,-288.475525,206.426971,372.932861,-292.981323,205.599182,-3.757236,-294.869141,205.450653,-152.840286,-95.972488,206.947845,20.498253,-33.097313,207.879929,298.248993,113.564178,207.880692,85.354416,20.972134,205.191162,-284.679321,-170.996674,206.019333,209.157211,-134.848114,207.030365,160.379456,-38.616901,207.528778,-62.798809,,,,,,,,,,,,,,,
3,0.025000,0.052137,0.170329,0.009262,0.983963,-82.192894,37.388657,138.594467,0.106736,-91.467728,37.648754,135.810608,0.678170,-76.355431,38.052605,131.726959,0.729715,-76.376305,37.098225,142.581482,0.843964,-84.572128,36.755043,144.258850,0.680790,-91.550217,37.637222,135.775528,-76.279152,38.067562,131.702866,-76.351929,37.084778,142.545624,-84.602272,36.771305,144.362228,8.394982,205.550842,-119.158127,51.678703,207.014679,26.220917,-292.866486,204.900055,167.160324,115.452019,276.759766,91.419426,309.017792,205.969330,-133.416595,-289.072845,202.718216,-291.532837,203.923676,206.361908,-137.309784,141.397308,207.126831,127.694633,138.096619,277.220032,92.929649,137.247849,280.744904,70.120316,115.791107,279.211060,98.603104,-19.693106,205.247284,-70.315163,-95.757706,276.238434,82.612007,-96.805481,281.264771,86.123299,-101.363716,274.869812,82.761086,-105.794693,206.802841,-332.320679,-127.764984,275.891174,93.531013,-149.128922,205.675507,49.625107,311.287231,206.732300,17.305067,-288.804718,206.342728,373.441742,-293.002014,205.598267,-3.758034,-294.996521,205.607086,-152.874176,-95.977089,206.946182,20.496868,-33.097412,207.879883,298.248230,113.564613,207.881348,85.352585,20.970869,205.193542,-284.678650,-170.522659,206.308792,209.366364,-134.848282,207.031006,160.379745,-38.615520,207.530899,-62.791779,-196.286743,206.452148,-20.937120,,,,,,,,,,,,
4,0.033333,0.052580,0.169938,0.008579,0.984014,-82.198418,37.674828,138.467773,0.109962,-91.470871,37.950947,135.677521,0.674909,-76.355095,38.334198,131.604813,0.712825,-76.385101,37.372913,142.458694,0.836914,-84.582634,37.041248,144.130081,0.675731,-91.556213,37.936039,135.649292,-76.269478,38.352097,131.577759,-76.358177,37.356205,142.422272,-84.621162,37.063179,144.229691,8.334398,205.736160,-119.097046,51.681389,207.016449,26.228786,-292.318726,205.097992,166.746048,115.456261,276.764069,91.418121,309.023651,205.968170,-133.413300,-289.067413,202.718613,-291.531006,203.924393,206.360840,-137.309952,141.397598,207.126099,127.699448,138.099960,277.223358,92.934608,137.254929,280.741089,70.122940,115.789940,279.208160,98.609200,-19.693491,205.247849,-70.314941,-95.755203,276.236237,82.611443,-96.806541,281.260834,86.120453,-101.362312,274.867676,82.762978,-105.795227,206.803711,-332.317078,-127.766754,275.892487,93.534027,-149.126007,205.677383,49.625946,311.279572,206.734497,17.304476,-288.811371,206.341522,373.449280,-292.982666,205.595642,-3.756833,-295.000183,205.605942,-152.875946,-95.977417,206.946091,20.497406,-33.096432,207.879944,298.248779,113.564957,207.881332,85.352585,20.972013,205.192398,-284.678986,-170.995804,206.019562,209.157379,-134.849167,207.030823,160.378555,-38.617378,207.531769,-62.804771,,,,,,,,,,,,,,,
5,0.041667,0.051959,0.168951,0.009010,0.984213,-82.190369,37.962078,138.354218,0.112066,-91.457298,38.226345,135.544525,0.689898,-76.333504,38.619621,131.502625,0.711309,-76.385025,37.670017,142.357452,0.811820,-84.585678,37.332333,144.012268,0.666310,-91.537468,38.213089,135.521149,-76.250404,38.637383,131.469864,-76.345726,37.653839,142.326523,-84.639084,37.353413,144.106537,8.393559,205.552368,-119.153801,51.678585,207.016129,26.222754,-292.869202,204.900787,167.163055,115.449928,276.761902,91.418457,309.025330,205.968567,-133.415970,-289.065369,202.719574,-291.528076,203.939346,206.319977,-137.301987,141.398743,207.126740,127.696632,138.097595,277.222900,92.926979,137.257462,280.743408,70.122780,115.788925,279.210510,98.604340,-19.622931,205.244568,-70.253716,-95.754639,276.235168,82.612320,-96.808472,281.262329,86.123741,-101.365852,274.870361,82.754349,-105.806641,206.808350,-332.341766,-127.761505,275.891479,93.534920,-149.127396,205.675964,49.624485,311.280121,206.733566,17.307085,-288.480865,206.426926,372.934387,-293.006744,205.598114,-3.756115,-294.996765,205.603622,-152.877655,-95.977257,206.946350,20.493853,-33.096386,207.880234,298.248199,113.563873,207.881882,85.353348,20.971489,205.193451,-284.679504,-170.522522,206.307953,209.366531,-134.847336,207.028030,160.380890,-38.613396,207.532593,-62.778900,-196.287064,206.452682,-20.934904,,,,,,,,,,,,
