Format Version,1.22,Take Name,crazyflie_traj27,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,24 Jan 1970 07:19:15 -0500,Total Frames in Take,961,Total Exported Frames,961,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,cf,cf,cf,cf,cf,cf,cf,cf,"cf:Marker1","cf:Marker1","cf:Marker1","cf:Marker1","cf:Marker2","cf:Marker2","cf:Marker2","cf:Marker2","cf:Marker3","cf:Marker3","cf:Marker3","cf:Marker3","cf:Marker4","cf:Marker4","cf:Marker4","cf:Marker4",cf:Marker1,cf:Marker1,cf:Marker1,cf:Marker2,cf:Marker2,cf:Marker2,cf:Marker3,cf:Marker3,cf:Marker3,cf:Marker4,cf:Marker4,cf:Marker4,Unlabeled 3987,Unlabeled 3987,Unlabeled 3987,Unlabeled 3988,Unlabeled 3988,Unlabeled 3988,Unlabeled 3989,Unlabeled 3989,Unlabeled 3989,Unlabeled 3990,Unlabeled 3990,Unlabeled 3990,Unlabeled 3991,Unlabeled 3991,Unlabeled 3991,Unlabeled 3992,Unlabeled 3992,Unlabeled 3992,Unlabeled 3993,Unlabeled 3993,Unlabeled 3993,Unlabeled 3994,Unlabeled 3994,Unlabeled 3994,Unlabeled 3995,Unlabeled 3995,Unlabeled 3995,Unlabeled 3996,Unlabeled 3996,Unlabeled 3996,Unlabeled 3997,Unlabeled 3997,Unlabeled 3997,Unlabeled 3998,Unlabeled 3998,Unlabeled 3998,Unlabeled 3999,Unlabeled 3999,Unlabeled 3999,Unlabeled 4000,Unlabeled 4000,Unlabeled 4000,Unlabeled 4001,Unlabeled 4001,Unlabeled 4001,Unlabeled 4002,Unlabeled 4002,Unlabeled 4002,Unlabeled 4003,Unlabeled 4003,Unlabeled 4003,Unlabeled 4004,Unlabeled 4004,Unlabeled 4004,Unlabeled 4005,Unlabeled 4005,Unlabeled 4005,Unlabeled 4006,Unlabeled 4006,Unlabeled 4006,Unlabeled 4007,Unlabeled 4007,Unlabeled 4007,Unlabeled 4008,Unlabeled 4008,Unlabeled 4008,Unlabeled 4009,Unlabeled 4009,Unlabeled 4009,Unlabeled 4010,Unlabeled 4010,Unlabeled 4010,Unlabeled 4011,Unlabeled 4011,Unlabeled 4011,Unlabeled 4012,Unlabeled 4012,Unlabeled 4012,Unlabeled 4013,Unlabeled 4013,Unlabeled 4013,Unlabeled 4014,Unlabeled 4014,Unlabeled 4014,Unlabeled 4015,Unlabeled 4015,Unlabeled 4015,Unlabeled 4016,Unlabeled 4016,Unlabeled 4016,Unlabeled 4017,Unlabeled 4017,Unlabeled 4017,Unlabeled 4018,Unlabeled 4018,Unlabeled 4018,Unlabeled 4019,Unlabeled 4019,Unlabeled 4019,Unlabeled 4021,Unlabeled 4021,Unlabeled 4021,Unlabeled 4023,Unlabeled 4023,Unlabeled 4023,Unlabeled 4025,Unlabeled 4025,Unlabeled 4025
,,"32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","109D00","109D00","109D00","109CB0","109CB0","109CB0","109090","109090","109090","109B50","109B50","109B50","FE850","FE850","FE850","FE8D0","FE8D0","FE8D0","FEA20","FEA20","FEA20","FEA30","FEA30","FEA30","FEA50","FEA50","FEA50","FEAB0","FEAB0","FEAB0","FEAD0","FEAD0","FEAD0","FEAE0","FEAE0","FEAE0","FEAF0","FEAF0","FEAF0","FEB70","FEB70","FEB70","FEB80","FEB80","FEB80","FEC00","FEC00","FEC00","FEC10","FEC10","FEC10","FEC30","FEC30","FEC30","FEC40","FEC40","FEC40","FEC50","FEC50","FEC50","FED40","FED40","FED40","100340","100340","100340","101DE0","101DE0","101DE0","1031E0","1031E0","1031E0","1060F0","1060F0","1060F0","106B60","106B60","106B60","106BA0","106BA0","106BA0","106C80","106C80","106C80","106E60","106E60","106E60","106E80","106E80","106E80","106E90","106E90","106E90","106F50","106F50","106F50","109230","109230","109230","109A20","109A20","109A20","109E40","109E40","109E40","109E60","109E60","109E60","109E70","109E70","109E70","109E80","109E80","109E80","109EB0","109EB0","109EB0","109EC0","109EC0","109EC0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.006995,-0.696389,-0.002081,-0.717628,-126.367126,3.180794,170.572311,0.134125,-119.374504,3.341109,177.922607,0.511838,-133.588898,2.757201,167.194168,0.647020,-133.489960,3.002204,172.644592,0.702607,-119.015144,3.622664,164.527908,0.797286,-119.216660,3.379561,178.033417,-133.693405,2.807465,167.185074,-133.478165,2.949173,172.562576,-119.042076,3.603921,164.536469,-126.632484,206.155945,104.341484,-100.862976,207.833145,505.413239,-25.115395,207.811661,273.619446,115.457916,276.735474,91.420456,51.143021,207.313187,49.108784,203.927063,206.357025,-137.311203,138.091797,277.223450,92.837860,137.295807,280.710388,70.146851,115.794312,279.210480,98.600403,-79.175827,269.924744,44.615780,-95.756042,276.204437,82.625610,-105.791069,206.798767,-332.340729,-127.758995,275.871246,93.528839,-288.812622,206.353256,373.439545,-292.797150,204.882599,167.145920,-293.019012,205.578323,-3.756335,131.424240,206.716843,53.943741,-96.805885,281.242859,86.115540,183.297638,207.631348,40.346844,-196.304565,206.431122,-20.894350,311.263733,206.704529,17.306814,306.125214,208.756805,197.830414,308.846558,205.887939,-133.426849,310.514343,209.137421,374.394897,89.287735,207.651215,16.367645,85.711517,208.606842,240.159363,-18.641956,208.294632,85.667870,220.437119,207.612488,75.380501,-96.063194,206.984238,20.421934,-135.043152,207.909225,163.943665,,,,,,,,,,,,,,,,,,
1,0.008333,0.006963,-0.696401,-0.002085,-0.717617,-126.369331,3.181272,170.571579,0.129330,-119.376457,3.340942,177.921646,0.519061,-133.591217,2.758127,167.193634,0.659269,-133.492111,3.002846,172.644073,0.718717,-119.017532,3.623173,164.526947,0.809656,-119.218918,3.378516,178.027802,-133.692947,2.806404,167.180954,-133.484512,2.951976,172.568924,-119.042442,3.604935,164.535950,-126.631485,206.156784,104.341080,-100.861397,207.849380,505.407379,-25.115582,207.812210,273.618713,115.458931,276.735199,91.417732,51.143463,207.313354,49.108303,203.925705,206.357101,-137.310715,138.092896,277.222656,92.827461,137.295654,280.710876,70.144348,115.792915,279.210846,98.599640,-79.178749,269.929504,44.621658,-95.752098,276.203583,82.629761,-105.790352,206.799622,-332.340271,-127.760223,275.874390,93.527855,-288.814941,206.356995,373.443237,-292.809143,204.885071,167.157379,-293.033234,205.578278,-3.757879,131.400375,206.752655,53.917324,-96.808662,281.241486,86.115768,183.294800,207.632324,40.342274,-196.304138,206.429596,-20.894184,311.270050,206.700439,17.308252,306.121643,208.754318,197.829300,308.843323,205.891006,-133.428055,310.513550,209.140869,374.390808,89.287376,207.651443,16.369675,85.712608,208.607452,240.158920,-18.641560,208.295563,85.662910,220.436188,207.611298,75.383415,-96.062050,206.985382,20.424175,-135.042618,207.909058,163.948822,,,,,,,,,,,,,,,,,,
2,0.016667,0.007032,-0.696122,-0.001945,-0.717886,-126.360809,3.180646,170.575073,0.132428,-119.373634,3.341724,177.930527,0.532501,-133.580109,2.757265,167.191650,0.629404,-133.485229,3.003549,172.642075,0.708998,-119.004272,3.620048,164.536041,0.804815,-119.218491,3.376984,178.026764,-133.695236,2.809719,167.189163,-133.479996,2.951113,172.559723,-119.021370,3.601884,164.546860,-126.632271,206.155914,104.343880,-100.865196,207.831146,505.411438,-25.114298,207.812881,273.616730,115.456963,276.737396,91.420860,51.142670,207.315353,49.107147,203.926987,206.355972,-137.310745,138.088730,277.223969,92.816017,137.299057,280.709381,70.148979,115.794769,279.211975,98.601509,-79.179848,269.928925,44.616760,-95.752762,276.205597,82.628082,-105.790138,206.800003,-332.342712,-127.760719,275.872223,93.525299,-288.814819,206.355576,373.444305,-292.807800,204.883286,167.153168,-293.016388,205.576019,-3.758979,131.400864,206.752853,53.923912,-96.805367,281.240662,86.116409,183.297165,207.631012,40.342503,-196.305023,206.431168,-20.893032,311.268524,206.700867,17.309139,306.123383,208.755112,197.830994,308.847046,205.888779,-133.428024,310.518036,209.142426,374.400085,89.286926,207.653229,16.368195,85.712029,208.607361,240.157181,-18.640127,208.293945,85.667046,220.436890,207.609863,75.381607,-96.063354,206.985397,20.423008,-135.043961,207.910629,163.943298,,,,,,,,,,,,,,,,,,
3,0.025000,0.007025,-0.696099,-0.001993,-0.717909,-126.362572,3.180877,170.576340,0.132393,-119.375885,3.341811,177.932266,0.519228,-133.581635,2.757319,167.192429,0.634205,-133.487106,3.003187,172.642883,0.715021,-119.005669,3.621192,164.537811,0.807619,-119.216789,3.379308,178.032135,-133.693527,2.809902,167.187042,-133.484528,2.950304,172.565170,-119.022430,3.602615,164.546677,-126.633774,206.157394,104.341064,-100.863602,207.849091,505.415100,-25.114441,207.812805,273.615875,115.456520,276.738464,91.419563,51.143162,207.312042,49.108723,203.927902,206.356628,-137.310699,138.095978,277.223633,92.826988,137.295410,280.710358,70.146004,115.793823,279.212311,98.600182,-79.181793,269.930481,44.623970,-95.751205,276.202118,82.632339,-105.790016,206.799194,-332.340118,-127.755547,275.871613,93.529953,-288.814423,206.356506,373.441437,-292.807495,204.885529,167.153351,-293.023926,205.578705,-3.757733,131.401657,206.752945,53.927326,-96.804108,281.241333,86.115906,183.296310,207.633133,40.344067,-196.304337,206.430557,-20.893085,311.268341,206.701584,17.309441,306.124176,208.754700,197.830322,308.844910,205.885727,-133.424789,310.514221,209.141678,374.390167,89.288345,207.651260,16.367136,85.711060,208.608215,240.156509,-18.640623,208.295029,85.662910,220.439987,207.607910,75.390907,-95.974968,206.907364,20.780027,-135.042328,207.909256,163.943771,,,,,,,,,,,,,,,,,,
4,0.033333,0.007075,-0.696082,-0.001974,-0.717925,-126.360634,3.180066,170.576080,0.132320,-119.374290,3.342005,177.932312,0.525619,-133.579514,2.755881,167.191864,0.632990,-133.485245,3.002285,172.642319,0.713798,-119.003464,3.620092,164.537842,0.804391,-119.217316,3.379002,178.031128,-133.693787,2.809115,167.186050,-133.479187,2.949032,172.563034,-119.021484,3.601270,164.548111,-126.630295,206.158066,104.339073,-100.862267,207.850830,505.404419,-25.114405,207.813400,273.617798,115.455948,276.734924,91.418747,51.141624,207.314301,49.106815,203.927032,206.356552,-137.310440,138.093704,277.224182,92.832802,137.297195,280.710388,70.147934,115.793587,279.211761,98.600098,-79.177620,269.928528,44.618977,-95.751877,276.201782,82.627304,-105.790863,206.798050,-332.338654,-127.758232,275.873108,93.528152,-288.821533,206.352829,373.443024,-292.812775,204.885986,167.159058,-293.021667,205.579407,-3.756764,131.401031,206.751114,53.918915,-96.809540,281.241211,86.120575,183.284393,207.635666,40.373131,-196.305435,206.430679,-20.894749,311.270966,206.701538,17.308693,306.120850,208.753616,197.828552,308.836914,205.887894,-133.426270,310.512115,209.141922,374.394928,89.285347,207.651825,16.369648,85.710693,208.607788,240.153915,-18.642448,208.294586,85.668312,220.436890,207.611176,75.379578,-96.062683,206.984421,20.425165,-135.027313,207.910568,163.979523,,,,,,,,,,,,,,,,,,
5,0.041667,0.006993,-0.696138,-0.001962,-0.717871,-126.361916,3.181748,170.578033,0.131323,-119.374405,3.342031,177.933197,0.522624,-133.581390,2.758854,167.194901,0.636178,-133.486237,3.004703,172.645355,0.722100,-119.005630,3.621405,164.538712,0.805869,-119.216934,3.377893,178.032730,-133.695068,2.808952,167.187073,-133.481201,2.954744,172.569946,-119.022560,3.603397,164.547928,-126.632690,206.156799,104.343292,-100.868011,207.832748,505.410767,-25.114037,207.811707,273.618011,115.454269,276.736969,91.418839,51.142895,207.313400,49.107952,203.927231,206.356812,-137.310608,138.094559,277.224579,92.832802,137.297363,280.709015,70.148239,115.792503,279.211426,98.599770,-79.171944,269.926514,44.618774,-95.751076,276.201904,82.624458,-105.802223,206.804138,-332.357422,-127.756706,275.869812,93.527061,-288.817932,206.350250,373.442688,-292.804108,204.885605,167.151779,-293.032257,205.579926,-3.754956,131.401413,206.751846,53.921688,-96.806686,281.242004,86.119392,183.294342,207.636856,40.339241,-196.305115,206.431458,-20.894329,311.267914,206.702301,17.308018,306.116882,208.754303,197.831039,308.840637,205.887787,-133.427063,310.662018,209.191483,374.698303,89.287788,207.652420,16.368349,85.711075,208.607147,240.157532,-18.641676,208.296112,85.670876,220.436768,207.610748,75.379974,-96.062698,206.984756,20.422220,-135.043854,207.909561,163.944244,,,,,,,,,,,,,,,,,,
