Format Version,1.22,Take Name,crazyflie_traj13,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,24 Jan 1970 07:00:08 -0500,Total Frames in Take,950,Total Exported Frames,950,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,cf,cf,cf,cf,cf,cf,cf,cf,"cf:Marker1","cf:Marker1","cf:Marker1","cf:Marker1","cf:Marker2","cf:Marker2","cf:Marker2","cf:Marker2","cf:Marker3","cf:Marker3","cf:Marker3","cf:Marker3","cf:Marker4","cf:Marker4","cf:Marker4","cf:Marker4",cf:Marker1,cf:Marker1,cf:Marker1,cf:Marker2,cf:Marker2,cf:Marker2,cf:Marker3,cf:Marker3,cf:Marker3,cf:Marker4,cf:Marker4,cf:Marker4,Unlabeled 2354,Unlabeled 2354,Unlabeled 2354,Unlabeled 2355,Unlabeled 2355,Unlabeled 2355,Unlabeled 2356,Unlabeled 2356,Unlabeled 2356,Unlabeled 2357,Unlabeled 2357,Unlabeled 2357,Unlabeled 2358,Unlabeled 2358,Unlabeled 2358,Unlabeled 2359,Unlabeled 2359,Unlabeled 2359,Unlabeled 2360,Unlabeled 2360,Unlabeled 2360,Unlabeled 2361,Unlabeled 2361,Unlabeled 2361,Unlabeled 2362,Unlabeled 2362,Unlabeled 2362,Unlabeled 2363,Unlabeled 2363,Unlabeled 2363,Unlabeled 2364,Unlabeled 2364,Unlabeled 2364,Unlabeled 2365,Unlabeled 2365,Unlabeled 2365,Unlabeled 2366,Unlabeled 2366,Unlabeled 2366,Unlabeled 2367,Unlabeled 2367,Unlabeled 2367,Unlabeled 2368,Unlabeled 2368,Unlabeled 2368,Unlabeled 2369,Unlabeled 2369,Unlabeled 2369,Unlabeled 2370,Unlabeled 2370,Unlabeled 2370,Unlabeled 2371,Unlabeled 2371,Unlabeled 2371,Unlabeled 2372,Unlabeled 2372,Unlabeled 2372,Unlabeled 2373,Unlabeled 2373,Unlabeled 2373,Unlabeled 2374,Unlabeled 2374,Unlabeled 2374,Unlabeled 2375,Unlabeled 2375,Unlabeled 2375,Unlabeled 2376,Unlabeled 2376,Unlabeled 2376,Unlabeled 2377,Unlabeled 2377,Unlabeled 2377,Unlabeled 2378,Unlabeled 2378,Unlabeled 2378,Unlabeled 2379,Unlabeled 2379,Unlabeled 2379,Unlabeled 2380,Unlabeled 2380,Unlabeled 2380,Unlabeled 2381,Unlabeled 2381,Unlabeled 2381,Unlabeled 2382,Unlabeled 2382,Unlabeled 2382,Unlabeled 2383,Unlabeled 2383,Unlabeled 2383,Unlabeled 2384,Unlabeled 2384,Unlabeled 2384,Unlabeled 2385,Unlabeled 2385,Unlabeled 2385,Unlabeled 2386,Unlabeled 2386,Unlabeled 2386,Unlabeled 2387,Unlabeled 2387,Unlabeled 2387,Unlabeled 2388,Unlabeled 2388,Unlabeled 2388,Unlabeled 2390,Unlabeled 2390,Unlabeled 2390,Unlabeled 2391,Unlabeled 2391,Unlabeled 2391,Unlabeled 2392,Unlabeled 2392,Unlabeled 2392,Unlabeled 2393,Unlabeled 2393,Unlabeled 2393,Unlabeled 2395,Unlabeled 2395,Unlabeled 2395,Unlabeled 2397,Unlabeled 2397,Unlabeled 2397,Unlabeled 2399,Unlabeled 2399,Unlabeled 2399
,,"32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","32A33FB571C811F0DFF24AA584E86A9E","F7D10","F7D10","F7D10","F6B30","F6B30","F6B30","F7730","F7730","F7730","F77D0","F77D0","F77D0","D50F0","D50F0","D50F0","D5140","D5140","D5140","D51E0","D51E0","D51E0","D51F0","D51F0","D51F0","D5210","D5210","D5210","D5220","D5220","D5220","D5250","D5250","D5250","D52B0","D52B0","D52B0","D52E0","D52E0","D52E0","D52F0","D52F0","D52F0","D5300","D5300","D5300","EC0B0","EC0B0","EC0B0","ED6D0","ED6D0","ED6D0","ED7B0","ED7B0","ED7B0","ED830","ED830","ED830","EE8E0","EE8E0","EE8E0","F1C40","F1C40","F1C40","F21A0","F21A0","F21A0","F2320","F2320","F2320","F3B60","F3B60","F3B60","F3D10","F3D10","F3D10","F3FF0","F3FF0","F3FF0","F40D0","F40D0","F40D0","F4120","F4120","F4120","F42B0","F42B0","F42B0","F42D0","F42D0","F42D0","F47B0","F47B0","F47B0","F4E20","F4E20","F4E20","F6220","F6220","F6220","F6DF0","F6DF0","F6DF0","F7060","F7060","F7060","F70D0","F70D0","F70D0","F70F0","F70F0","F70F0","F8170","F8170","F8170","F8670","F8670","F8670","F8680","F8680","F8680","F83C0","F83C0","F83C0","F86A0","F86A0","F86A0","F86C0","F86C0","F86C0","F86D0","F86D0","F86D0","F8700","F8700","F8700","F8710","F8710","F8710"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.007311,-0.711553,0.002157,-0.702591,-126.215233,3.207126,170.588181,0.063013,-118.914650,3.373755,177.632553,0.841510,-133.576797,2.804420,167.523804,0.878582,-133.244095,3.084275,172.963287,0.886954,-119.125389,3.566054,164.233093,0.762822,-118.920967,3.380695,177.549805,-133.602325,2.814922,167.506378,-133.269852,3.071814,173.001328,-119.059036,3.560793,164.300140,-104.453156,278.171875,97.695175,138.092148,277.222809,92.826225,-79.188446,269.929657,44.631149,-105.789886,206.797668,-332.349548,-127.754883,275.869507,93.531570,-149.132385,205.666107,49.622894,-293.031158,205.577560,-3.755417,-288.808197,206.348938,373.439270,115.460159,276.739563,91.423355,137.299011,280.708374,70.149010,-135.108353,207.907059,163.153549,-109.488586,276.575043,71.050835,-292.806519,204.881042,167.153534,183.286606,207.629700,40.371914,-96.007858,206.813629,20.745886,-196.301407,206.431396,-20.890076,13.007820,205.441422,-255.716522,-38.655674,207.551743,-62.981892,8.402925,205.548264,-119.174995,54.004086,206.488419,-55.008781,131.402191,206.753464,53.925968,-100.866867,207.836578,505.421082,89.287689,207.645554,16.366213,33.130753,207.483002,-36.200356,203.923279,206.356262,-137.310791,-25.114119,207.811325,273.616699,113.576866,207.762009,85.469727,112.399651,274.264160,62.107967,310.497437,209.140533,374.381653,311.262787,206.697891,17.305859,306.213379,208.728958,197.819550,308.843048,205.886841,-133.425400,-289.060974,202.658813,-291.526886,220.436890,207.607910,75.397072,0.161105,208.046646,348.776764,,,,,,,,,,,,,,,,,,,,,
1,0.008333,0.006766,-0.711263,0.002088,-0.702891,-126.205063,3.202161,170.599548,0.055982,-118.910255,3.357780,177.650146,0.871204,-133.564331,2.807060,167.528687,0.879664,-133.235992,3.081979,172.968689,0.889080,-119.109680,3.561825,164.250702,0.800231,-118.892052,3.364534,177.595978,-133.599655,2.816763,167.507660,-133.268280,3.069880,172.996445,-119.054779,3.557225,164.302048,-104.457764,278.171753,97.704575,138.092224,277.222046,92.825745,-79.185356,269.928528,44.630123,-105.802467,206.799728,-332.365570,-127.751991,275.870697,93.532539,-149.133759,205.667969,49.620403,-293.021820,205.577515,-3.757140,-288.811157,206.347900,373.436310,115.456985,276.737061,91.422005,137.299042,280.708527,70.149643,-135.107300,207.907410,163.161377,-109.484863,276.575897,71.053986,-292.813385,204.882507,167.161041,183.295975,207.628922,40.343445,-96.007881,206.816177,20.747316,-196.301270,206.423737,-20.892941,13.008177,205.440735,-255.717133,-38.655621,207.553452,-62.982414,8.405199,205.692764,-119.210945,54.003895,206.488800,-55.007820,131.425446,206.715256,53.944313,-100.863434,207.831100,505.413818,89.287407,207.647064,16.370289,33.131325,207.484085,-36.204708,203.923370,206.356430,-137.310822,-25.114254,207.812119,273.616180,113.576675,207.762024,85.469177,112.398026,274.267303,62.109039,310.496979,209.138412,374.378815,311.263428,206.703186,17.308773,306.201782,208.728531,197.819778,308.839783,205.888123,-133.424332,-289.069092,202.658707,-291.531464,220.432693,207.608536,75.386589,,,,,,,,,,,,,,,,,,,,,,,,
2,0.016667,0.007329,-0.711470,0.002162,-0.702675,-126.215317,3.206112,170.586411,0.063999,-118.916389,3.373118,177.632477,0.840468,-133.576157,2.803157,167.520309,0.876343,-133.244736,3.083194,172.959869,0.886174,-119.123985,3.564980,164.232986,0.757020,-118.922974,3.379815,177.549149,-133.603134,2.813034,167.503494,-133.270706,3.071308,172.997482,-119.055138,3.560060,164.300842,-104.453979,278.171326,97.702744,138.095444,277.221588,92.847015,-79.186859,269.928223,44.622421,-105.789551,206.798126,-332.348206,-127.756844,275.870148,93.527855,-149.134476,205.668457,49.622124,-293.016998,205.574966,-3.756100,-288.809143,206.347412,373.437561,115.457741,276.738098,91.419586,137.301163,280.707825,70.149467,-135.108612,207.906128,163.154602,-109.489532,276.576447,71.047592,-292.806641,204.883926,167.151672,183.296356,207.628891,40.343983,-96.061554,206.983444,20.426346,-196.302505,206.430893,-20.892893,13.009286,205.441330,-255.717606,-38.639950,207.539124,-62.874390,8.403538,205.547043,-119.172478,54.004128,206.488113,-55.009102,131.401642,206.752869,53.922539,-100.861885,207.849930,505.405518,89.287003,207.647949,16.370180,33.132561,207.483810,-36.204548,203.924515,206.356430,-137.311172,-25.114349,207.812546,273.615967,113.578156,207.762146,85.468864,112.397362,274.263306,62.111008,310.499023,209.136627,374.383820,311.266998,206.697922,17.307053,306.213226,208.728485,197.821945,308.837402,205.885773,-133.426208,-289.075439,202.699997,-291.542114,220.437759,207.608170,75.394485,,,,,,,,,,,,,,,,,,,,,,,,
3,0.025000,0.007384,-0.711531,0.002260,-0.702613,-126.214966,3.207998,170.588181,0.064123,-118.914818,3.376095,177.632965,0.834292,-133.576355,2.804820,167.523438,0.877099,-133.243988,3.086019,172.962875,0.888493,-119.124710,3.565057,164.233459,0.758889,-118.922554,3.383273,177.547974,-133.601532,2.815840,167.508347,-133.269836,3.073122,172.999649,-119.056892,3.559558,164.301270,-104.451988,278.172211,97.697403,138.092880,277.222168,92.837097,-79.193428,269.927704,44.630241,-105.789970,206.797699,-332.347595,-127.759949,275.870789,93.527252,-149.133606,205.666855,49.626160,-293.013489,205.574066,-3.759420,-288.806519,206.351212,373.434479,115.456238,276.737488,91.415840,137.306686,280.707733,70.154427,-135.125183,207.906342,163.124084,-109.489914,276.575928,71.046158,-292.812256,204.883621,167.159149,183.288086,207.632309,40.371868,-95.975426,206.906586,20.773674,-196.302841,206.429810,-20.894272,13.007748,205.441910,-255.716187,-38.641102,207.538391,-62.873436,8.404461,205.547150,-119.182564,54.006229,206.489487,-55.009087,131.425232,206.715485,53.944622,-100.868179,207.834076,505.418976,89.289200,207.646484,16.362326,33.131783,207.482788,-36.206497,203.925079,206.356506,-137.310577,-25.114328,207.811951,273.616699,113.575974,207.762436,85.466446,112.395073,274.265472,62.106930,310.503662,209.139679,374.385895,311.266113,206.700302,17.307726,306.202026,208.726364,197.820694,308.834473,205.884644,-133.426987,-289.057098,202.659561,-291.522827,220.433121,207.609085,75.385139,0.166190,208.047729,348.770477,,,,,,,,,,,,,,,,,,,,,
4,0.033333,0.007487,-0.711420,0.002151,-0.702724,-126.215210,3.207758,170.588028,0.059898,-118.917313,3.377970,177.635086,0.847930,-133.575516,2.802400,167.520981,0.886302,-133.244934,3.083636,172.960526,0.899509,-119.123077,3.567024,164.235519,0.767277,-118.921791,3.385867,177.554291,-133.600739,2.815120,167.506897,-133.271606,3.069089,172.993881,-119.057755,3.560652,164.301926,-104.455605,278.171967,97.706078,138.096283,277.222870,92.835953,-79.193840,269.930847,44.634964,-105.790710,206.799133,-332.346344,-127.754936,275.869232,93.530342,-149.133316,205.667038,49.622684,-293.019409,205.575134,-3.760082,-288.811676,206.349365,373.435974,115.456055,276.738770,91.419449,137.305237,280.707153,70.155174,-135.026901,207.910782,163.974380,-109.489532,276.576324,71.050835,-292.820129,204.881027,167.166092,183.286789,207.632401,40.374641,-96.060883,206.982162,20.424891,-196.303665,206.430511,-20.893633,13.008165,205.440475,-255.717224,-38.641434,207.538742,-62.880112,8.404471,205.546265,-119.183563,54.001583,206.488983,-55.009262,131.402939,206.752640,53.925262,-100.859497,207.851196,505.403625,89.287155,207.645660,16.368017,33.131680,207.484863,-36.204247,203.925064,206.355637,-137.310181,-25.114786,207.813019,273.617004,113.576317,207.761475,85.469307,112.393402,274.263794,62.104870,310.494720,209.138107,374.377869,311.268951,206.702637,17.308695,306.211639,208.727859,197.821884,308.840149,205.887421,-133.426331,-289.056732,202.660019,-291.522491,,,,0.159878,208.044937,348.781647,,,,,,,,,,,,,,,,,,,,,
5,0.041667,0.006616,-0.711275,0.001740,-0.702880,-126.207748,3.200756,170.598175,0.055947,-118.912720,3.353399,177.648605,0.871797,-133.567017,2.805803,167.527298,0.877046,-133.238541,3.076972,172.967468,0.891374,-119.112694,3.566848,164.249313,0.800317,-118.895187,3.358876,177.593918,-133.603256,2.812704,167.505173,-133.268967,3.067667,172.995880,-119.058037,3.563522,164.301743,-104.452621,278.174194,97.699699,138.091873,277.222717,92.818306,-79.186157,269.926880,44.626190,-105.790207,206.799835,-332.347900,-127.755234,275.867126,93.530327,-149.134369,205.665710,49.619442,-293.037262,205.576874,-3.758189,-288.811584,206.348587,373.437805,115.459465,276.741577,91.415802,137.303680,280.707275,70.151024,-135.110260,207.907028,163.152130,-109.491730,276.575958,71.046921,-292.812073,204.883072,167.156067,183.285477,207.630188,40.373550,-96.061066,206.983536,20.424402,-196.301483,206.430176,-20.890778,13.008797,205.440994,-255.716843,-38.644165,207.538345,-62.878132,8.408074,205.691772,-119.220222,54.002457,206.487854,-55.009144,131.424637,206.715485,53.937412,-100.862083,207.850998,505.400360,89.289452,207.648041,16.367630,33.133263,207.482559,-36.208427,203.924393,206.355881,-137.310486,-25.114349,207.812378,273.616180,113.575233,207.760742,85.469505,112.393700,274.263702,62.109791,310.500153,209.139282,374.385345,311.266724,206.702637,17.306396,306.215271,208.727768,197.822205,308.836700,205.885986,-133.427399,-289.067200,202.659607,-291.531189,220.432953,207.608490,75.387390,,,,,,,,,,,,,,,,,,,,,,,,
